,orig_index,Comment,Tile,Trainer,geometry,group,subID
327,57,NaN,22E_8,Lauren,"POLYGON ((520242.10287344106 4518584.613807469, 520241.1602104349 4518584.718547802, 520241.00309993385 4518585.032768805, 520241.1602104349 4518585.608840642, 520241.78865243896 4518586.0278019775, 520242.4694646101 4518585.189879306, 520242.10287344106 4518584.613807469))",random,4
328,58,NaN,22E_8,Lauren,"POLYGON ((520243.4121276163 4518607.080609116, 520242.6265751111 4518606.923498615, 520242.3123541091 4518607.70905112, 520242.8884259462 4518608.285122957, 520243.5692381173 4518608.075642289, 520243.4121276163 4518607.080609116))",random,5
329,59,NaN,22E_8,Lauren,"POLYGON ((520236.4827276234 4518584.038080171, 520235.1560167259 4518583.996620455, 520234.74141957035 4518584.618516188, 520235.4462347347 4518584.991653629, 520236.2754290457 4518585.116032775, 520236.7729456323 4518584.659975904, 520236.4827276234 4518584.038080171))",random,6
330,60,NaN,22E_8,Lauren,"POLYGON ((520234.27870563505 4518603.510195965, 520233.38215431775 4518603.484513505, 520233.1331122851 4518604.126574995, 520233.6311963503 4518604.717271566, 520234.5277476676 4518604.948413703, 520234.951119123 4518603.895432859, 520234.27870563505 4518603.510195965))",random,7
331,61,NaN,22E_8,Lauren,"POLYGON ((520235.9721914567 4518599.734874402, 520235.424298985 4518599.940334079, 520235.6982452208 4518600.479665731, 520236.2212334893 4518600.402618351, 520236.1216166762 4518599.88896916, 520235.9721914567 4518599.734874402))",random,8
332,62,,22E_8,Lauren,"POLYGON ((520217.72976528725 4518594.216355894, 520217.2843108079 4518593.584995428, 520216.6044066025 4518593.470202616, 520216.1589521231 4518594.101563082, 520216.0651722327 4518594.790319953, 520216.4402917943 4518595.3642840125, 520217.2843108079 4518595.077301983, 520217.72976528725 4518594.216355894))",random,9
333,63,NaN,29-30_18,Lauren,"POLYGON ((526515.6523753188 4517287.101121671, 526515.8160279827 4517287.334911191, 526516.0731964546 4517287.288153287, 526516.3771228304 4517287.066053243, 526516.2836070225 4517286.785505819, 526516.1433333105 4517286.668611059, 526515.7926490308 4517286.773816343, 526515.6523753188 4517287.101121671))",random,0
334,64,,29-30_18,Lauren,"POLYGON ((526493.8962276042 4517281.234451856, 526494.1249665758 4517281.036926732, 526494.043274086 4517280.839401607, 526493.7818581185 4517280.757099472, 526493.520442151 4517281.0533871595, 526493.5531191468 4517281.21799143, 526493.8962276042 4517281.234451856))",random,1
335,65,NaN,22E_9,Lauren,"POLYGON ((520419.1239655828 4518174.164473459, 520418.7629534656 4518174.45984701, 520418.79577274894 4518174.820859127, 520419.222423433 4518175.083413394, 520419.5506162669 4518174.820859127, 520419.7147126838 4518174.394208443, 520419.1239655828 4518174.164473459))",random,0
336,66,this is spurious,22E_9,Lauren,"POLYGON ((520418.7629534656 4518174.45984701, 520418.7629534656 4518174.45984701, 520418.7629534656 4518174.45984701, 520418.7629534656 4518174.45984701))",random,1
337,67,NaN,22E_9,Lauren,"POLYGON ((520410.4860280024 4518185.203184212, 520410.28133579524 4518185.680799362, 520410.4860280024 4518186.226645248, 520411.3275404096 4518186.294875983, 520411.85064271674 4518185.567081469, 520411.60046335246 4518184.953004847, 520411.0773610453 4518184.862030533, 520410.4860280024 4518185.203184212))",random,2
338,68,,22E_9,Lauren,"POLYGON ((520414.2255950346 4518199.531068874, 520414.454089729 4518200.05809495, 520414.98724401597 4518200.204491083, 520415.41884510545 4518199.5896273265, 520415.41884510545 4518199.121159703, 520415.190350411 4518198.769808985, 520414.454089729 4518199.033322023, 520414.2255950346 4518199.531068874))",random,3
339,69,,22W_13,Lauren,"POLYGON ((519926.82893933036 4518131.278170619, 519926.300658101 4518131.504576861, 519926.35097059904 4518132.108326837, 519926.7534705833 4518132.284420581, 519927.28175181267 4518132.108326837, 519927.35722055973 4518131.303326868, 519926.82893933036 4518131.278170619))",random,0
340,70,NaN,CN_27,Lauren,"POLYGON ((519436.09914177976 4516828.388020983, 519436.07063416555 4516827.93956336, 519435.95660370874 4516827.603220142, 519435.6430199524 4516827.603220142, 519435.30092858186 4516827.827448954, 519435.1583905108 4516828.107734969, 519435.1583905108 4516828.33196378, 519435.3864514245 4516828.612249794, 519435.728542795 4516828.668306997, 519436.09914177976 4516828.388020983))",random,0
341,71,NaN,CN_27,Lauren,"POLYGON ((519433.0427065007 4516824.407681807, 519433.08514003496 4516824.101731293, 519432.9578394322 4516823.893128671, 519432.64666018094 4516823.948756036, 519432.39205897535 4516824.143451818, 519432.5052150667 4516824.3659612825, 519432.6890937152 4516824.61628443, 519433.0427065007 4516824.407681807))",random,1
342,72,NaN,CN_27,Lauren,"POLYGON ((519439.2773533304 4516818.212546287, 519438.80969656486 4516818.368485782, 519438.2381160736 4516818.732344604, 519438.1082114165 4516819.252142921, 519438.57586818206 4516819.616001743, 519439.3033342618 4516819.8239210695, 519439.6410863703 4516819.616001743, 519439.58912450745 4516818.706354688, 519439.2773533304 4516818.212546287))",random,2
343,73,NaN,CN_27,Lauren,"POLYGON ((519413.0922975266 4516827.347646423, 519412.7781172707 4516826.928594553, 519412.2544835107 4516827.295264939, 519412.1497567587 4516827.87146126, 519412.56866376667 4516828.290513129, 519413.03993415064 4516828.133368678, 519413.0922975266 4516827.347646423))",random,3
344,74,NaN,CN_27,Lauren,"POLYGON ((519427.35916134616 4516829.043898331, 519427.86165521684 4516828.818836341, 519427.9573683351 4516828.193664144, 519427.3352330666 4516828.118643479, 519427.0002371528 4516828.643788125, 519427.35916134616 4516829.043898331))",random,4
345,75,,CN_27,Lauren,"POLYGON ((519422.1618670403 4516819.705634738, 519422.0176057858 4516820.139538407, 519422.4984766342 4516820.304122557, 519422.80302817153 4516820.079689626, 519422.7549410867 4516819.705634738, 519422.53053469077 4516819.511126197, 519422.1618670403 4516819.705634738))",random,5
346,76,,29-30_10,Lauren,"POLYGON ((526566.9781633752 4517670.024655976, 526567.2577018557 4517669.408342719, 526566.6706710466 4517669.112512356, 526565.8320556048 4517669.063207295, 526565.6363786684 4517669.753478143, 526566.3072710218 4517670.295833809, 526566.9781633752 4517670.024655976))",random,0
347,77,NaN,CN_49,Lauren,"POLYGON ((519838.18216299143 4516650.1614641305, 519837.6309695599 4516650.602571362, 519837.79632758937 4516651.264232208, 519838.1270436483 4516651.760477843, 519839.1743111682 4516651.374509016, 519839.0640724819 4516650.988540188, 519838.733356423 4516650.326879342, 519838.18216299143 4516650.1614641305))",random,0
348,78,NaN,CN_49,Lauren,"POLYGON ((519848.26900278835 4516672.547656112, 519847.60757067055 4516672.602794516, 519847.1666159253 4516673.209316959, 519847.33197395474 4516673.760700998, 519847.8831673863 4516673.870977806, 519848.43436081783 4516673.099040151, 519848.26900278835 4516672.547656112))",random,1
349,79,NaN,CN_49,Lauren,"POLYGON ((519830.6859323227 4516666.096462856, 519830.079619548 4516665.820770836, 519829.47330677335 4516666.261878068, 519829.8591421754 4516666.86840051, 519830.46545495006 4516667.033815722, 519830.96152903844 4516666.592708491, 519830.6859323227 4516666.096462856))",random,2
350,80,NaN,CN_49,Lauren,"POLYGON ((519834.7004578156 4516657.191610627, 519834.1033315981 4516657.237559296, 519833.8736676683 4516657.375405306, 519833.7818020964 4516658.018686685, 519834.5167266718 4516658.524122054, 519835.06792010326 4516657.788943335, 519834.7004578156 4516657.191610627))",random,3
351,81,NaN,CN_49,Lauren,"POLYGON ((519827.9967712097 4516675.123545651, 519827.86586899153 4516675.7068571765, 519827.87776919315 4516676.0163694145, 519828.1633740329 4516676.052082365, 519828.4846794776 4516675.92113488, 519828.6631825024 4516675.516388107, 519828.43707867095 4516675.218780186, 519827.9967712097 4516675.123545651))",random,4
352,82,,CN_49,Lauren,"POLYGON ((519840.62670586025 4516676.658224117, 519841.62161000416 4516676.762987085, 519842.1976071401 4516676.029646313, 519841.98815363616 4516675.296305541, 519841.2550663722 4516674.877253671, 519840.62670586025 4516675.610594443, 519840.62670586025 4516676.658224117))",random,5
353,83,,CN_49,Lauren,"POLYGON ((519847.5910348676 4516659.634241914, 519846.7532208517 4516659.267571528, 519846.0724969637 4516659.477097463, 519845.96777021175 4516660.41996417, 519846.8579476037 4516660.734253072, 519847.5910348676 4516660.262819719, 519847.5910348676 4516659.634241914))",random,6
354,84,,CN_49,Lauren,"POLYGON ((519831.3060249332 4516653.4008453535, 519831.41075168515 4516654.029423158, 519831.72493194113 4516654.134186125, 519832.4580192051 4516653.715134256, 519832.1438389491 4516652.981793484, 519831.56784181314 4516652.981793484, 519831.3060249332 4516653.4008453535))",random,7
355,85,,CN_49,Lauren,"POLYGON ((519828.8973096374 4516653.977041674, 519828.47840262944 4516653.505608321, 519827.8500421175 4516653.610371289, 519827.9547688695 4516654.34371206, 519828.6354927574 4516654.710382446, 519828.8973096374 4516653.977041674, 519828.8973096374 4516653.977041674))",random,8
356,86,,29-30_46,Lauren,"POLYGON ((525313.39614283 4516669.742581478, 525313.1562674431 4516669.295903548, 525312.7831279524 4516669.267986177, 525312.3833356409 4516669.658829366, 525312.6232110278 4516670.2730115205, 525313.1562674431 4516670.189259408, 525313.39614283 4516669.742581478))",random,0
357,87,NaN,CN_10,Lauren,"POLYGON ((520026.0595601072 4517505.665123956, 520025.60006422614 4517505.856580573, 520025.60006422614 4517505.856580573, 520025.63835554954 4517506.469241749, 520025.94468613697 4517506.698989688, 520026.404182018 4517506.392659102, 520026.63392995857 4517505.971454544, 520026.0595601072 4517505.665123956))",random,0
358,88,NaN,CN_10,Lauren,"POLYGON ((520040.3422237436 4517521.287983913, 520040.53368036076 4517521.824062441, 520040.84001094813 4517521.977227734, 520041.1463415355 4517521.8623537645, 520041.41438079946 4517521.402857883, 520041.2612155058 4517520.981653325, 520040.6102630076 4517520.790196708, 520040.3422237436 4517521.287983913))",random,1
359,89,NaN,CN_10,Lauren,"POLYGON ((520039.4615233049 4517530.20986227, 520038.7339881599 4517530.363027563, 520038.46594889596 4517530.975688739, 520038.7722794833 4517531.396893296, 520039.27006668784 4517531.358601972, 520039.5763972752 4517531.2437280025, 520039.84443653916 4517530.592775504, 520039.4615233049 4517530.20986227))",random,2
360,90,NaN,CN_10,Lauren,"POLYGON ((520033.5263681745 4517531.435184619, 520033.0668722935 4517531.588349913, 520032.9519983232 4517532.239302412, 520033.37320288084 4517532.583924322, 520033.8709900853 4517532.086137118, 520034.024155379 4517531.473475943, 520033.5263681745 4517531.435184619))",random,3
361,91,NaN,CN_10,Lauren,"POLYGON ((520031.6500933268 4517531.396893296, 520031.11401479895 4517530.937397415, 520030.57793627103 4517531.205436679, 520030.1567317134 4517532.162719765, 520030.3864796539 4517532.583924322, 520030.7693928881 4517532.966837556, 520031.4586367097 4517532.813672263, 520032.1095892079 4517532.047845795, 520031.6500933268 4517531.396893296))",random,4
362,92,NaN,CN_10,Lauren,"POLYGON ((520034.8058765373 4517509.672960198, 520034.40256744507 4517509.628148076, 520034.268131081 4517509.717772318, 520034.23825633345 4517510.121081411, 520034.4175048189 4517510.19576828, 520034.67144017323 4517510.0762692895, 520034.8805634062 4517509.897020804, 520034.8058765373 4517509.672960198))",random,5
363,93,NaN,CN_10,Lauren,"POLYGON ((520047.3751921363 4517524.4790854165, 520047.21639860346 4517524.978150805, 520047.10297465144 4517525.318422661, 520047.3298225555 4517525.3637922425, 520047.78351836355 4517525.091574757, 520047.8742575252 4517524.887411644, 520047.78351836355 4517524.547139788, 520047.3751921363 4517524.4790854165))",random,6
364,94,NaN,CN_10,Lauren,"POLYGON ((520021.8677323495 4517506.98663411, 520021.2915245146 4517506.777103988, 520021.0296118624 4517507.405694353, 520021.0296118624 4517507.824754598, 520021.7629672886 4517507.824754598, 520022.0248799408 4517507.615224475, 520021.8677323495 4517506.98663411))",random,7
365,95,NaN,CN_10,Lauren,"POLYGON ((520039.6254101692 4517526.472935435, 520039.15396739525 4517526.99676074, 520039.78255776054 4517527.572968575, 520040.35876559536 4517527.258673392, 520040.35876559536 4517526.525317966, 520039.6254101692 4517526.472935435))",random,8
366,96,NaN,CN_10,Lauren,"POLYGON ((520024.539241402 4517521.548977573, 520023.9630335671 4517521.548977573, 520023.5439733236 4517521.915655287, 520023.85826850624 4517522.544245652, 520024.32971128024 4517522.753775774, 520024.80115405424 4517522.229950469, 520024.539241402 4517521.548977573))",random,9
367,97,NaN,CN_10,Lauren,"POLYGON ((520042.29848532355 4517507.583926245, 520042.4716293455 4517507.300207678, 520042.3717385636 4517506.982713092, 520042.145319458 4517506.840853809, 520041.8389877269 4517507.0435099285, 520041.7790532578 4517507.3812701255, 520041.81235018506 4517507.631212672, 520042.0520880616 4517507.806847975, 520042.29848532355 4517507.583926245))",random,10
368,98,,CN_10,Lauren,"POLYGON ((520027.1310662987 4517506.542044891, 520026.69620847254 4517506.941320189, 520026.791333622 4517507.547117194, 520027.29413798347 4517507.519580967, 520027.57951343193 4517507.175378123, 520027.4300310542 4517506.721030369, 520027.1310662987 4517506.542044891))",random,11
369,99,NaN,CN_18,Lauren,"POLYGON ((520103.54723409296 4517573.9907564055, 520103.38181557576 4517574.487011957, 520103.76779211586 4517574.983267508, 520104.37432667887 4517574.762709486, 520104.6500242075 4517574.211314429, 520104.0434896445 4517573.825337889, 520103.54723409296 4517573.9907564055))",random,0
370,100,NaN,CN_18,Lauren,"POLYGON ((520079.34099107835 4517575.09354652, 520078.89987503254 4517574.983267508, 520078.29334046954 4517575.369244049, 520078.4587589867 4517576.196336634, 520079.01015404396 4517576.361755152, 520079.39613058406 4517576.306615646, 520079.6718281127 4517575.424383555, 520079.34099107835 4517575.09354652))",random,1
371,101,NaN,CN_18,Lauren,"POLYGON ((520102.2624836095 4517583.937923239, 520102.1577185486 4517583.152185282, 520101.6338932442 4517582.890272629, 520100.95292034844 4517583.518862995, 520100.79577275715 4517583.937923239, 520101.6338932442 4517584.356983482, 520102.2624836095 4517583.937923239))",random,2
372,102,NaN,CN_18,Lauren,"POLYGON ((520095.6099022434 4517574.770980411, 520095.45275465207 4517573.880477394, 520094.4574865737 4517574.351920168, 520094.0908088606 4517574.770980411, 520094.50986910413 4517575.661483428, 520095.3479895912 4517575.609100899, 520095.6099022434 4517574.770980411))",random,3
373,103,,CN_18,Lauren,"POLYGON ((520088.6788663734 4517593.835464517, 520089.7265169822 4517593.887847047, 520090.0931946953 4517593.521169334, 520089.6217519213 4517592.683048847, 520088.78363143426 4517592.840196438, 520088.6788663734 4517593.835464517))",random,4
374,104,NaN,CN_46,Lauren,"POLYGON ((519807.68639415246 4516656.672082366, 519807.80570054497 4516656.015897208, 519807.7460473487 4516655.419365246, 519806.5529834237 4516655.419365246, 519805.8371450687 4516655.896590816, 519806.25471744244 4516656.851041956, 519807.1495153862 4516657.089654741, 519807.5074345637 4516656.970348348, 519807.68639415246 4516656.672082366))",random,0
375,105,NaN,CN_46,Lauren,"POLYGON ((519825.20924437896 4516658.235769391, 519824.6568999692 4516658.132204814, 519824.10455555946 4516658.408377019, 519824.48429234116 4516658.822635327, 519824.86402912287 4516659.167850582, 519825.3128089558 4516658.822635327, 519825.20924437896 4516658.235769391))",random,1
376,106,NaN,CN_46,Lauren,"POLYGON ((519816.6824275537 4516651.573114947, 519816.1991261952 4516651.71120105, 519815.99199704156 4516651.780244102, 519815.99199704156 4516652.229023934, 519816.26816924644 4516652.539717665, 519816.7514706049 4516652.367110036, 519817.096685861 4516652.056416307, 519816.95859975857 4516651.573114947, 519816.6824275537 4516651.573114947))",random,2
377,107,NaN,CN_46,Lauren,"POLYGON ((519806.01527614077 4516667.798231985, 519805.6355393591 4516667.487538255, 519805.290324103 4516667.729188934, 519805.1867595262 4516667.901796563, 519805.2558025774 4516668.212490292, 519805.6355393591 4516668.385097921, 519805.8771900383 4516668.316054869, 519806.01527614077 4516667.798231985))",random,3
378,108,NaN,CN_46,Lauren,"POLYGON ((519824.15041648067 4516679.486266567, 519824.2273570636 4516679.101563653, 519824.0734758978 4516678.665567016, 519823.8298307185 4516678.998976209, 519823.66312612215 4516679.268268249, 519823.72724327457 4516679.499089998, 519824.15041648067 4516679.486266567))",random,4
379,109,NaN,CN_46,Lauren,"POLYGON ((519815.8941392541 4516663.943308179, 519815.4750873845 4516663.262348891, 519814.74174661265 4516663.052822956, 519813.9560243572 4516663.367111858, 519813.85126138973 4516664.048071146, 519814.06078732456 4516664.571885983, 519814.689365129 4516664.886174886, 519815.5798503519 4516665.148082304, 519815.8941392541 4516663.943308179))",random,5
380,110,NaN,CN_46,Lauren,"POLYGON ((519816.94176892814 4516657.500385684, 519816.94176892814 4516656.87180788, 519816.7322429933 4516656.45275601, 519816.20842815633 4516656.400374526, 519815.6846133193 4516656.9765708465, 519815.8417577704 4516657.814674586, 519816.26080964 4516657.919437554, 519816.94176892814 4516657.500385684))",random,6
381,111,NaN,CN_46,Lauren,"POLYGON ((519822.33706174936 4516670.386230675, 519822.91325807007 4516670.490993641, 519823.0704025212 4516670.176704739, 519823.3846914234 4516669.810034353, 519822.91325807007 4516669.233838033, 519822.12753581454 4516669.600508419, 519822.33706174936 4516670.386230675))",random,7
382,112,NaN,CN_46,Lauren,"POLYGON ((519802.07626114384 4516680.136065642, 519802.36363672354 4516680.567129012, 519802.938387883 4516680.538391454, 519803.2832385787 4516680.251015875, 519803.0533381149 4516679.762477389, 519802.79470009316 4516679.561314483, 519802.16247381776 4516679.618789599, 519802.07626114384 4516680.136065642))",random,8
383,113,,CN_46,Lauren,"POLYGON ((519826.31316010497 4516658.926289084, 519826.6715141183 4516658.567935071, 519826.7040917559 4516657.91638232, 519826.10140546074 4516658.046692871, 519825.9548060917 4516658.665667984, 519826.31316010497 4516658.926289084))",random,9
384,0,,5W_2,David,"POLYGON ((525742.5035444599 4523992.555060775, 525742.5354485947 4523993.57599309, 525743.7478057181 4523993.607897224, 525744.2582718752 4523993.161239337, 525744.0030387967 4523992.427444236, 525743.3649561002 4523991.980786349, 525742.5035444599 4523992.555060775))",random,0
385,1,,22E_3,David,"POLYGON ((520158.94068748824 4519415.301358023, 520159.218914134 4519415.743991323, 520159.80319009017 4519415.505650315, 520160.10923940054 4519414.892773438, 520159.2745594632 4519414.586335, 520158.94068748824 4519415.301358023))",random,0
386,2,,5W_6,David,"POLYGON ((526100.8848480415 4524252.9895347655, 526101.2490974737 4524253.649736862, 526102.2507834123 4524252.9895347655, 526101.9472422188 4524252.532471776, 526101.2187433543 4524252.32933267, 526100.8848480415 4524252.9895347655))",random,0
387,3,,5W_6,David,"POLYGON ((526092.4160487422 4524275.842684239, 526091.9303828327 4524276.325139618, 526092.5374652196 4524276.680633053, 526093.0534852486 4524276.248962453, 526092.4160487422 4524275.842684239))",random,1
388,4,,22W_5,David,"POLYGON ((519302.6406571402 4519358.11834039, 519302.8703508551 4519358.853605821, 519303.697248229 4519359.175284447, 519304.3403906308 4519358.485973105, 519304.24851314485 4519357.658799495, 519303.0541058271 4519357.520937227, 519302.6406571402 4519358.11834039))",random,0
389,5,,22W_5,David,"POLYGON ((519306.6373277804 4519358.11834039, 519307.0048377243 4519358.89955991, 519308.2451837851 4519358.531927194, 519308.1992450421 4519357.750707674, 519307.2345314393 4519357.658799495, 519306.6373277804 4519358.11834039))",random,1
390,6,,22W_5,David,"POLYGON ((519305.7644916636 4519345.618828058, 519306.54545029445 4519346.629818026, 519307.8317350982 4519345.848598505, 519307.3264089253 4519345.572873969, 519306.4535728085 4519345.021424895, 519305.7644916636 4519345.618828058))",random,2
391,7,,22W_5,David,"POLYGON ((519310.77181464963 4519339.874566876, 519311.0474471076 4519340.517924128, 519311.6905895095 4519340.196245503, 519311.92028322443 4519339.59884234, 519311.27714082255 4519339.369071892, 519311.0933858506 4519338.67976055, 519310.6339984207 4519338.587852371, 519310.12867224775 4519338.633806461, 519310.12867224775 4519339.277163713, 519310.67993716366 4519339.460980071, 519310.77181464963 4519339.874566876))",random,3
392,8,,22W_5,David,"POLYGON ((519300.3896587336 4519341.482960007, 519301.21655610745 4519342.218225438, 519301.72188228037 4519341.574868185, 519301.58406605135 4519341.069373202, 519300.8490461635 4519340.839602754, 519300.3896587336 4519341.482960007))",random,4
393,9,,22W_5,David,"POLYGON ((519295.5660907195 4519349.203247035, 519295.7957844345 4519350.030420645, 519296.89831426623 4519349.6168338405, 519297.08206923824 4519348.973476588, 519296.43892683636 4519348.651797961, 519295.5660907195 4519349.203247035))",random,5
394,10,,22W_5,David,"POLYGON ((519309.71522356087 4519354.442013233, 519310.2205497337 4519354.350105054, 519310.12867224775 4519353.79865598, 519309.20989738795 4519353.982472339, 519309.71522356087 4519354.442013233))",random,6
395,11,,CN_1,David,"POLYGON ((519504.3328953982 4517888.225796864, 519505.2518871603 4517889.4200953245, 519506.7682235678 4517888.363600533, 519506.81417315593 4517887.077432961, 519505.75733262947 4517886.434349176, 519504.5626433387 4517887.169302073, 519504.3328953982 4517888.225796864))",random,0
396,12,,CN_1,David,"POLYGON ((519519.6341082377 4517886.112807282, 519519.8638561782 4517886.801825625, 519520.78284794034 4517887.169302073, 519521.9775372311 4517886.066872726, 519521.1504446452 4517884.872574267, 519520.5071504117 4517884.872574267, 519519.6341082377 4517885.148181603, 519519.6341082377 4517886.112807282))",random,1
397,13,,CN_1,David,"POLYGON ((519509.14814194 4517897.207353606, 519508.92008332256 4517897.73222346, 519509.1734817864 4517898.282087118, 519510.009696717 4517897.632248251, 519509.6042591749 4517897.157366001, 519509.14814194 4517897.207353606))",random,2
398,14,,CN_1,David,"POLYGON ((519512.4676618161 4517901.856200891, 519513.2785369003 4517902.106138917, 519513.5826150569 4517901.456300049, 519512.9491188974 4517901.156374417, 519512.67038058717 4517901.206362023, 519512.4423219697 4517901.531281456, 519512.4676618161 4517901.856200891))",random,3
399,15,,CN_1,David,"POLYGON ((519506.69017684093 4517900.281591326, 519507.3743526932 4517900.681492168, 519508.03318869916 4517900.256597524, 519507.72911054257 4517899.706733867, 519507.09561438306 4517899.606758656, 519506.8675557656 4517899.956671893, 519506.69017684093 4517900.281591326))",random,4
400,16,,CN_1,David,"POLYGON ((519502.8131803444 4517894.6079981355, 519503.19327804015 4517895.107874188, 519504.0041531244 4517894.782954753, 519504.0041531244 4517894.108122083, 519503.7254148142 4517893.733215044, 519503.1679381938 4517893.933165465, 519502.8131803444 4517894.6079981355))",random,5
401,17,,CN_1,David,"POLYGON ((519507.60241131065 4517890.883921547, 519508.286587163 4517891.6587294275, 519508.8947434762 4517891.283822389, 519508.8440637834 4517890.783946337, 519508.66668485873 4517890.509014508, 519508.3119270094 4517890.409039298, 519508.0838683919 4517890.459026903, 519507.60241131065 4517890.883921547))",random,6
402,18,,CN_1,David,"POLYGON ((519520.4680869973 4517898.09124827, 519520.5562281328 4517898.786099246, 519521.37887873093 4517899.050804379, 519521.8195844085 4517898.223600837, 519521.2907375954 4517897.793454995, 519520.4680869973 4517898.09124827))",random,7
403,19,,CN_1,David,"POLYGON ((519523.3767444692 4517891.1758266585, 519523.2592229552 4517891.6059725005, 519523.55302674026 4517892.135382768, 519524.1993950674 4517891.804501351, 519524.40505771694 4517891.473619934, 519523.96435203933 4517890.7456808165, 519523.3767444692 4517891.1758266585))",random,8
404,20,,CN_1,David,"POLYGON ((519523.7460162307 4517897.724891766, 519523.31008886354 4517898.086129498, 519523.6434450855 4517898.725242409, 519524.3870858883 4517898.419579712, 519524.74608489656 4517897.836041837, 519524.2845147431 4517897.836041837, 519523.7460162307 4517897.724891766))",random,9
405,21,,CN_1,David,"POLYGON ((519529.49000036274 4517895.446315302, 519529.2335724997 4517895.863128069, 519529.9772133025 4517896.029853176, 519530.2849267381 4517895.446315302, 519529.9772133025 4517895.279590194, 519529.49000036274 4517895.446315302))",random,10
406,22,,22E_12,David,"POLYGON ((520425.88353867375 4518337.22583357, 520425.6851013913 4518338.747186069, 520426.61114204297 4518339.60708096, 520427.7356199772 4518338.085728461, 520427.4710369338 4518337.22583357, 520425.88353867375 4518337.22583357))",random,0
407,23,,22E_12,David,"POLYGON ((520442.68456192594 4518328.296155857, 520442.8168534476 4518329.28834227, 520443.4121652951 4518329.222196509, 520443.7428940993 4518329.089904987, 520444.0074771426 4518328.031572814, 520443.27987377346 4518327.700844009, 520442.68456192594 4518328.296155857))",random,1
408,24,,22E_12,David,"POLYGON ((520437.5738802525 4518345.678229939, 520438.5125159672 4518346.111446423, 520438.8735297036 4518345.461621698, 520438.65692146175 4518344.883999719, 520437.88675882405 4518344.859932137, 520437.4535423403 4518345.269081038, 520437.5738802525 4518345.678229939))",random,2
409,25,,22E_12,David,"POLYGON ((520442.4119100166 4518319.306622191, 520442.52656530513 4518319.918117063, 520443.1762786067 4518319.765243345, 520443.2144970362 4518319.191966902, 520442.75587588217 4518319.039093184, 520442.4119100166 4518319.306622191))",random,3
410,26,,CN_43,David,"POLYGON ((519781.1052954139 4516668.500497262, 519782.1529250879 4516668.610774069, 519782.7043091268 4516667.728559607, 519781.9323714723 4516667.6182828, 519781.3258490294 4516667.6182828, 519781.1052954139 4516668.500497262))",random,0
411,27,,CN_43,David,"POLYGON ((519790.7545160957 4516673.959199247, 519791.5815921541 4516674.179752863, 519792.13297619304 4516673.352676804, 519791.2507617307 4516673.187261593, 519790.7545160957 4516673.959199247))",random,1
412,28,,CN_43,David,"POLYGON ((519784.13790762814 4516658.575584561, 519785.40609091776 4516659.016691792, 519785.5715061294 4516658.189615733, 519784.6341532632 4516657.913923713, 519784.13790762814 4516658.575584561))",random,2
413,29,,CN_43,David,"POLYGON ((519785.7369213411 4516652.4552217275, 519786.2883053801 4516651.793560881, 519785.7369213411 4516651.187038438, 519785.18553730217 4516651.462730458, 519785.7369213411 4516652.4552217275))",random,3
414,30,,CN_43,David,"POLYGON ((519782.2632018957 4516654.274789057, 519783.145416358 4516654.826173095, 519783.42110837746 4516653.888820229, 519783.2005547619 4516653.172020978, 519782.42861710733 4516653.33743619, 519782.2632018957 4516654.274789057))",random,4
415,31,,CN_43,David,"POLYGON ((519778.01754479564 4516653.282297786, 519778.899759258 4516653.6131282095, 519779.34086648916 4516653.116882575, 519778.899759258 4516652.34494492, 519778.23809841124 4516652.675775344, 519778.01754479564 4516653.282297786))",random,5
416,32,,CN_43,David,"POLYGON ((519777.6315759684 4516662.380134429, 519778.23809841124 4516663.152072083, 519779.83711212425 4516662.931518468, 519779.89225052815 4516661.4979199665, 519778.34837521904 4516661.001674332, 519777.6315759684 4516662.380134429))",random,6
417,33,,CN_43,David,"POLYGON ((519787.6116270736 4516680.244977292, 519788.21814951644 4516680.520669311, 519788.8246719593 4516679.8038700605, 519787.99759590084 4516679.638454849, 519787.6116270736 4516680.244977292))",random,7
418,34,,CN_43,David,"POLYGON ((519766.9392871245 4516662.0461131865, 519767.33662448206 4516662.7185302535, 519768.0396059608 4516662.351757308, 519768.2841212577 4516661.6793402415, 519767.30606006994 4516661.4959537685, 519766.9392871245 4516662.0461131865))",random,8
419,35,NaN,22W_11,David,"POLYGON ((519969.1981791151 4518765.20087667, 519969.65652683174 4518766.259305309, 519970.43219219835 4518764.407055191, 519969.5860117984 4518764.274751611, 519969.1981791151 4518765.20087667))",random,0
420,36,NaN,22W_11,David,"POLYGON ((519973.3938235983 4518760.834858536, 519973.9932013816 4518762.422501494, 519975.1919569482 4518761.827135385, 519975.22721446486 4518760.173340637, 519974.31051903154 4518759.8425816875, 519973.3938235983 4518760.834858536))",random,1
421,37,NaN,22W_11,David,"POLYGON ((519978.2241033814 4518772.808332509, 519979.3523439147 4518773.4036986185, 519979.63440404803 4518772.41142177, 519978.8234811647 4518771.948359241, 519978.2241033814 4518772.808332509))",random,2
422,38,NaN,22W_11,David,"POLYGON ((519982.7370655146 4518753.888920596, 519983.5127308812 4518753.756617016, 519983.40695833124 4518752.698188378, 519982.6665504813 4518753.095099117, 519982.7370655146 4518753.888920596))",random,3
